idx,subset,ref,wr_9A_global_rl_heavy,wr_9A_global_balanced,wr_9A_global_rougel_heavy,wr_9B_lugswa_rl_heavy,wr_9B_lugswa_balanced,wr_9B_lugswa_rougel_heavy,wr_9C_direct_BGE_top5,wr_9C_direct_BGE_top10,wr_9C_direct_BGE_top20,wr_9_routed,wr_stage5_routed
5437,Lug_Uga,Endowooza y'okuba nti okwegatta kuli mu kufuuka ekintu ensonga enkukunavu ennyo mu ngeri abantu b'om,0.073,0.073,0.073,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5438,Lug_Uga,Enkola z'embeerabantu ez'okuziyiza Akawuka akaleeta Siriimu ziraze nti zikola bulungi ddala mu kutan,0.184,0.184,0.184,0.184,0.184,0.184,0.0784,0.0784,0.0784,0.184,0.1028
5439,Lug_Uga,Okumanya oba omuntu alina Akawuka akaleeta Siriimu oba nedda nga tamanyi oba nga takkirizza kikyamu ,0.1259,0.1259,0.1259,0.74,0.1259,0.1259,0.1259,0.1259,0.1644,0.74,0.1259
5440,Lug_Uga,Okutangira okusiigibwa Akawuka akaleeta Siriimu nga weegatta n’omuntu Akawuka akaleeta Siriimu kyeta,0.74,0.1048,0.1048,0.74,0.74,0.74,0.1048,0.1048,0.1443,0.74,0.74
5441,Lug_Uga, Kya nnaku okuwulira embeera mw'oyita. Kikulu okukinogaanya nti bamaama tebakigenderera kusiiga baan,0.0984,0.0984,0.0984,0.74,0.74,0.74,0.74,0.74,0.0925,0.74,0.0885
5442,Lug_Uga,"Bw’oba owulira obutebenkevu n'essanyu, oyinza okuba ng'oli mwetegefu, noolwekyo weesige empulira yo.",0.0,0.0,0.0,0.1644,0.1644,0.1644,0.0,0.0,0.0,0.1644,0.1644
5443,Lug_Uga,Okubeera olubuto kitera okuwerekerwako obubonero obw'enjawulo wadde nga buno butera okukyuka okuva k,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0933
5444,Lug_Uga,Enkola eweweeza ku Kawuka akaleeta Siriimu bwe bujjanjabi obw’omutindo eri abantu ssekinnoomu abawan,0.084,0.137,0.084,0.74,0.74,0.74,0.137,0.137,0.084,0.74,0.74
5445,Lug_Uga,Kisipi asobola kuzuulibwa mu ddwaaliro mwokka. Tosobola kumukeberera waka oba ng’okozesa enkola yonn,0.74,0.74,0.0481,0.74,0.74,0.74,0.1165,0.1165,0.1165,0.74,0.74
5446,Lug_Uga,"Okugabana n'omuntu engoye ka kibeere obuwale ezoomunda oba eza bulijjo, kiyinza okukosa obulamu okus",0.74,0.74,0.74,0.74,0.74,0.74,0.1178,0.1178,0.74,0.74,0.0686
5447,Lug_Uga,"Okwasanguza embeera y'omuntu ku Kawuka akaleeta Siriimu kusalawo kwa buntu nnyo, era ng'eddaala ly'o",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5448,Lug_Uga,Okufuna obulwadde bwa Kisipi ow’ebitundu by’ekyama mu kiseera ng’oli lubuto kikwanyiziddwa n'okuvaam,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0969
5449,Lug_Uga,Kiramidiya era amanyiddwa nga Akawuka ka Kiramidiya akalwaza Ebitundu by'ekyama n'omuyitiro gw'omusu,0.178,0.178,0.178,0.74,0.74,0.74,0.74,0.178,0.1299,0.74,0.178
5450,Lug_Uga,Kikulu okukeberebwa Akawuka akaleeta Siriimu ng’omukwano gutandika kubanga mu ngeri eyo ojja kumanya,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5451,Lug_Uga,"Yee, eddagala erijjanjaba Akawuka akaleeta Siriimu erimu naddala eryo eriweweeza lisobola okugezza o",0.1047,0.1047,0.1047,0.74,0.74,0.74,0.1031,0.0761,0.0835,0.74,0.0835
5452,Lug_Uga,Enzikiriza nti abasajja bali ku kigero kya wansi eky’okukwatibwa Akawuka akaleeta Siriimu si ntuufu ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5453,Lug_Uga,Enteekateeka ez'okuwa abawala ppamba w'ekikyala ziyinza okuba n'emiganyulo egiwerako mu kumalawo ebi,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5454,Lug_Uga,"Nedda, okunaaba mu bukyala ne sooda wa Coca-Cola oba ekyokunywa oba ekintu ekirala kyonna tekujja ku",0.74,0.74,0.74,0.74,0.74,0.74,0.0715,0.0715,0.0715,0.74,0.0567
5455,Lug_Uga,Okuwulira okweraliikirira oba okutya olw’okutandika okuvubuka kya bulijjo ddala. Kiseera kya nkyukak,0.74,0.74,0.74,0.74,0.74,0.74,0.1279,0.74,0.74,0.74,0.74
5456,Lug_Uga,Okugera ekiseera ky'okuddamu okwekebeza okuva ku kukeberebwa okwasooka kwawukana okusinziira ku mbee,0.1254,0.1233,0.1233,0.1525,0.1525,0.1525,0.1125,0.1125,0.1087,0.1525,0.1525
5457,Lug_Uga,"Bw’oba waakamanya embeera yo, funa obudde okulowooza ku mawulire ago nga tonnasalawo kugagabana na m",0.0987,0.0987,0.0987,0.74,0.74,0.74,0.0987,0.0987,0.0987,0.74,0.029
5458,Lug_Uga,"Okubeera n'omuntu alina Akawuka akaleeta Siriimu kyetaagisa okutegeera, okuyamba, n'okubeera omwegen",0.1407,0.1635,0.1635,0.1586,0.1586,0.1586,0.1586,0.1586,0.1635,0.1586,0.1314
5459,Lug_Uga,"Okwekebeza Akawuka akaleeta Siriimu si kya buwaze mu bifo n’embeera ezisinga obungi, naye kirungi nn",0.0668,0.1293,0.1293,0.74,0.74,0.74,0.74,0.74,0.1542,0.74,0.175
5460,Lug_Uga,Omusujja gw'ekibumba ogwa B guyinza okutangirwa nga gugemebwa n'eddagala ettuufu erikola ebitundu ki,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0838
5461,Lug_Uga,"Okuvaamu olubuto kwe kufiirwa olubuto ng’omwana alimu tannatuuka kubeera mulamu nga tali mu lubuto, ",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5462,Lug_Uga,Okukozesa PrEP ne PEP nga bwe kiragiddwa omusawo okutwalira awamu tekulina bulabe era kukola bulungi,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5463,Lug_Uga,"Mu butonde, si kikyamu okuganza oba okubeera mu mukwano n’omuntu alina Obuwuka obuleeta Endwadde z'E",0.236,0.236,0.236,0.0972,0.0972,0.0972,0.236,0.236,0.236,0.0972,0.0797
5464,Lug_Uga,Ekiseera ekyetaagisa okuwonya oba okujjanjaba obulungi Obuwuka obuleeta Obulwadde bw'Ekikaba kisinzi,0.74,0.74,0.74,0.74,0.74,0.74,0.1041,0.1041,0.1041,0.74,0.1175
5465,Lug_Uga,"Enkazi: Estrogen: Ekolebwa okusinga mu nkwaso, estrogen y’avunaanyizibwa ku kukula kw’engeri z’okweg",0.0718,0.0724,0.0718,0.74,0.0724,0.0724,0.0718,0.0718,0.0718,0.74,0.0724
5466,Lug_Uga,Omwana azaaliddwa ne Kisipi asobola okujjanjabibwa n'atereera. Kisipi tawonera ddala naye asobola ok,0.0925,0.0925,0.0925,0.0925,0.0925,0.0925,0.0949,0.0925,0.0925,0.0925,0.1072
5467,Lug_Uga,"Yee, kya bulijjo okufuna obulumi mu lubuto mu kiseera ky'okubeera mu nsonga z'ekikyala, era kiyitibw",0.0917,0.0917,0.0917,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5468,Lug_Uga,Empeereza z'okubudaabuda abantu ku Kawuka akaleeta Siriimu ziyinza okubaawo ku bwereere oba ku ssent,0.74,0.1633,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5469,Lug_Uga,"Yee, ebintu ebikozesebwa mu kulabirira olususu nga ebiziyinza olususu okukala n'ebiziyiza omusana by",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5470,Lug_Uga,Enkola eweweeza ku Kawuka akaleeta Siriimu bwe bujjanjabi obw’omutindo eri abantu ssekinnoomu abawan,0.74,0.1394,0.1394,0.74,0.74,0.74,0.184,0.0723,0.1394,0.74,0.184
5471,Lug_Uga,"Bw’otandika okugenda mu nsonga nga toli waka, teweeraliikiriranga! Bino by’osobola okukola: Bw’oba o",0.74,0.74,0.74,0.74,0.74,0.74,0.1052,0.1052,0.1052,0.74,0.1052
5472,Lug_Uga,Enziku ereetebwa akawuka akayitibwa Neisseria. Obuwuka bujjanjbabwa n'eddagala eributta. Omusawo wo ,0.74,0.0,0.0,0.74,0.74,0.74,0.74,0.0,0.0,0.74,0.068
5473,Lug_Uga,"Bw’oba oli lubuto era ng’olina Akawuka akaleeta Siriimu, waliwo enkola ezimanyiddwa obulungi ez’okuk",0.1407,0.1407,0.1407,0.1407,0.1407,0.1407,0.1657,0.1657,0.1657,0.1407,0.1407
5474,Lug_Uga,Akawuka akaleeta Siriimu tekalina bubonero bwa kungulu nga bwoleka ko kokka obusobola okukozesebwa o,0.1158,0.1158,0.1158,0.74,0.74,0.1158,0.1158,0.1158,0.1158,0.74,0.1158
5475,Lug_Uga,"Mu kiseera omuntu w'abeerera n'Akawuka akaleeta Siriimu, abantu bayinza okubeera n'omuwendo gw'akawu",0.74,0.74,0.74,0.74,0.74,0.74,0.148,0.148,0.1092,0.74,0.74
5476,Lug_Uga,"Kituufu, tosobola kusaasaanya Kawuka akaleeta Siriimu singa akawuka akali mu musaayi go tekasobola k",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5477,Lug_Uga,Singa ggwe n'omubeezi wo mubadde mu mukwano ogutaliimu kubaliga okumala omwaka gumu era nga temulina,0.0993,0.0993,0.0993,0.74,0.74,0.74,0.0972,0.0993,0.0993,0.74,0.74
5478,Lug_Uga,Buli ddagala lirina ebiragiro (amateeka) ku ngeri y’okulimira. Soma ebiragiro era obigoberere bulung,0.0287,0.0287,0.0287,0.74,0.74,0.74,0.0287,0.0287,0.0521,0.74,0.74
5479,Lug_Uga,"Okuzuula nti omubeezi wo alina Akawuka akaleeta Siriimu kusobola okukusoomooza mu ndowooza, naye kik",0.135,0.135,0.135,0.0812,0.1873,0.1873,0.1873,0.1873,0.135,0.0812,0.1873
5480,Lug_Uga,"Yee, osobolera ddala okuwuga n’okukola dduyiro ng'ali mu nsonga zo! Abantu bangi beesanga nga dduyir",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5481,Lug_Uga,Embeera ekulembera okugenda mu nsonga etegeeza omugatte gw'obubonero obw'omubiri n'ebirowoozo abantu,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5482,Lug_Uga,"Yee, okukozesa obupiira kukubirizibwa nnyo mu kwegatta, naddala mu bantu abalina  ababeezi abasukka ",0.1184,0.1184,0.1184,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5483,Lug_Uga,"Yee, okubeera omwesimbu kikulu kubanga kiraga nti naawe ofaayo ku bulamu bwabwe.",0.0361,0.0361,0.0361,0.1057,0.1057,0.1057,0.0,0.0656,0.0656,0.1057,0.0
5484,Lug_Uga,ARV ezijjanjaba Akawuka akaleeta Siriimu okutwalira awamu zisangibwa mu bitundu bingi okwetoloola en,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5485,Lug_Uga,Nnyonnyola omuntu atalowooza nti yaakwatiddwa akawuka nti kikyetaagisa okukeberebwa kubanga y’engeri,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0724,0.74,0.74
5486,Lug_Uga,"We butuukidde mu 2025, nga tewannabaawo ddagala ligema Tuliici.",0.029,0.0389,0.0389,0.74,0.74,0.74,0.0231,0.029,0.029,0.74,0.0389
5487,Lug_Uga,Obubonero obulaga Obuwuka obuleeta Obulwadde bw'Ekikaba busobola okubaamu okuvaamu amazzi agatali ga,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5488,Lug_Uga,"Olina okugamba nti nedda era n’otambula n'ovaawo, ng’ojjukira nti kuba kusalawo kwoera nga tewali mu",0.064,0.1208,0.1208,0.0649,0.0846,0.1208,0.0183,0.0183,0.0183,0.0649,0.0846
5489,Lug_Uga,"Singa ozuulwamu Akawuka akaleeta Siriimu, osobola okuzaala abaana abatakalina! Osobola okufuna obujj",0.1195,0.1195,0.1195,0.1316,0.1195,0.1195,0.1195,0.1195,0.1195,0.1316,0.0936
5490,Lug_Uga,Bw’oba weenyigidde mu kwegatta n’omuntu gw’oteebereza oba gw’omanyi nti alina Akawuka akaleeta Sirii,0.1545,0.1545,0.1545,0.1545,0.1545,0.1545,0.1545,0.1545,0.1545,0.1545,0.0925
5491,Lug_Uga,"Yee, okumira obulungi eddagala eriweweeza ku Kawuka akaleeta Siriimu mu kiseera ky'okuba olubuto kit",0.141,0.141,0.141,0.74,0.74,0.74,0.141,0.141,0.141,0.74,0.74
5492,Lug_Uga,Akawuka akaleeta Siriimu n'Obuwuka obuleeta Obulwadde bw'Ekikaba kasobola okulwanyisibwa era n'okuko,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0839,0.74,0.74
5493,Lug_Uga,Abantu abalina Akawuka akaleeta Siriimu balina okukeberebwa akafuba buli kaseera. Waliwo engeri nnyi,0.1253,0.0374,0.1253,0.74,0.74,0.74,0.1253,0.1253,0.1253,0.74,0.1253
5494,Lug_Uga,"Yee, kikulu okubeera omwesimbu eri omubeezi wo ku byobulamu byo okusobola okukuumagana n'okulaga nti",0.1057,0.0,0.1057,0.0809,0.0809,0.0809,0.1057,0.1057,0.1057,0.0809,0.1096
5495,Lug_Uga,"""P2"" kitera okutegeeza enkola y'okuziyiza okufuna olubuto ey'amangu, okutera okumanyibwa nga ""empeke",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5496,Lug_Uga,"Bwe bukozesebwa mu butuufu bwabwo, bukola ebitundu nga 99% mu kuziyiza embuto.",0.073,0.073,0.073,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.073
5497,Lug_Uga,"Si bwe kiri n'akatono, abasawo basuubira ebibuuzo nga bino era nga baliwo kukuyamba awatali kukusali",0.0218,0.0218,0.0218,0.0299,0.0299,0.0299,0.0296,0.0,0.0218,0.0299,0.0299
5498,Lug_Uga,Okugimuka bye biseera omubiri gwo we gukulira amangu mu bbanga ettono. Kino kiva ku busannyalaze bw',0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5499,Lug_Uga,"We butuukidde mu 2025, nga tewannabaawo ddagala ligema Kiramidiya oba amanyiddwa nga Akawuka ka Kira",0.0687,0.0687,0.0687,0.74,0.74,0.74,0.152,0.152,0.152,0.74,0.0878
5500,Lug_Uga,Omwana wo alina okukeberebwa amangu ddala okumanya ekiddako okukolebwa. Okugeza nga yaakazaalibwa ob,0.0519,0.0519,0.0519,0.0519,0.0519,0.0519,0.0519,0.0519,0.0888,0.0519,0.0519
5501,Lug_Uga,Obagazi bw'okwegatta n’engeri omuntu gy’akwatamu enneewulira z’afuna mu by’okwegatta bisobola okwawu,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5502,Lug_Uga,Emikisa gy'okukwatibwa Akawuka akaleeta Siriimu gigenda gyeyongera buli omuwendo gw’abantu be weegat,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5503,Lug_Uga,"Nedda, okunaaba mu bukyala ne sooda wa Coca-Cola oba ekyokunywa oba ekintu ekirala kyonna tekujja ku",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5504,Lug_Uga,"Tuliici, Bulwadde bwa Kikaba obuleetebwa akawuka ka pulotozowa/akanyuunyunsi akayitibwa Trichomonas ",0.74,0.74,0.74,0.74,0.74,0.74,0.0322,0.0322,0.0343,0.74,0.0605
5505,Lug_Uga,"Okwogera kuyamba okuggyawo okusosolebwa n'okumanyisa buli omu embeera, era musobola okugabana  ku ma",0.0634,0.0634,0.0634,0.0634,0.0634,0.0634,0.06,0.0634,0.0425,0.0634,0.0634
5506,Lug_Uga,"Sigala ng’oli mukkakkamu era jjukira nti obulamu bwo bwa kyama, noolwekyo fuba okulaba ng’oli bulung",0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.0561,0.037,0.0
5507,Lug_Uga,Ssente ezisaasaanyizibwa mu bujjanjabi bw'Akawuka akaleeta Siriimu zisobola okwawukana okusinziira k,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0838,0.0838,0.74,0.0838
5508,Lug_Uga,"Yee, Obuwuka obuleeta Obulwadde bw'Ekikaba bweyolekera nnyo mu baana abali wansi w'emyaka okuva ku k",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5509,Lug_Uga,Abantu abalina Enziku balina okubuulira ku babeezi baabwe kiyambe okutangira okusaasaana kw'endwadde,0.0987,0.0507,0.0507,0.0507,0.0333,0.0333,0.0507,0.0507,0.0333,0.0507,0.0507
5510,Lug_Uga,Kisipi bulwadde bwa kikaba obuleetebwa Akawuka ka Vvayiraasi. Okwegatta n’omuntu alina Kisipi ow’ebi,0.065,0.065,0.065,0.1321,0.065,0.0546,0.065,0.065,0.065,0.1321,0.0854
5511,Lug_Uga,"Yee, kisoboka omuntu okuba na Kawuka akaleeta Siriimu naye ne katasuumuka kufuuka Siriimu okumallira",0.2061,0.2061,0.2061,0.74,0.74,0.74,0.74,0.2061,0.2061,0.74,0.74
5512,Lug_Uga,Akawuka akaleeta Siriimu/Siriimu bikkakkanyizibwa okuyita mu kugatta enkola ezigendererwamu okuziyiz,0.0735,0.1101,0.1553,0.1101,0.1101,0.1101,0.0735,0.1101,0.1101,0.1101,0.1101
5513,Lug_Uga,"Okunoonyereza kulaga nti singa akapiira kabeera nga kakozesebwa mu ngeri entuufu, kawa obukuumi obw'",0.1494,0.1494,0.1494,0.74,0.74,0.74,0.1456,0.1456,0.1456,0.74,0.74
5514,Lug_Uga,"Okukendeeza ku kuboolebwa okwekuusa ku Kawuka akaleeta Siriimu kikulu okulumirirwa, okwenyigiramu kw",0.055,0.055,0.055,0.74,0.74,0.74,0.055,0.055,0.1011,0.74,0.74
5515,Lug_Uga,Endowooza y'okuba nti okwegatta kuli mu kufuuka ekintu ensonga enkukunavu ennyo mu ngeri abantu b'om,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0862
5516,Lug_Uga,Okuzimba n'okukuuma enkolagana ennungi kintu kikulu nnyo mu kubeera n'obulamu obumatiza. Bulijjo man,0.0451,0.0759,0.0759,0.0719,0.0719,0.0719,0.019,0.0466,0.0651,0.0719,0.0548
5517,Lug_Uga,Akawuka akaleeta Siriimu kasobola okukosa obulamu bw’omuntu singa takajjanjabwa oba singa kakwatibwa,0.135,0.74,0.135,0.74,0.74,0.74,0.74,0.162,0.162,0.74,0.1121
5518,Lug_Uga,Okukebera omwana wo Akawuka akaleeta Siriimu y’engeri yokka enkakafu ey’okumanya oba omwana wo alina,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148
5519,Lug_Uga,Kabootongo yeewalika. Engeri esinga ey'okuziyiza Kabootongo kwe kulekera awo okwegatta. Okukozesa ob,0.0797,0.0797,0.0797,0.74,0.74,0.74,0.74,0.74,0.0797,0.74,0.0745
5520,Lug_Uga,Akawuka akaleeta Siriimu kasobola okukwata abantu ssekinnoomu ab’emyaka gyonna omuli n’abaana abali ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5521,Lug_Uga,Okubeera n’Obuwuka obuleeta Obulwadde bw’Ekikaba kisobola okwongera ku katyabaga k'okukwatibwa oba o,0.1335,0.1335,0.1335,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5522,Lug_Uga,Endowooza y'okuba nti okwegatta kuli mu kufuuka ekintu ensonga enkukunavu ennyo mu ngeri abantu b'om,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5523,Lug_Uga,Okuboolebwa okwetooloolera ku Kawuka akaleeta Siriimu nsonga ya nsi yonna. Ebyembi tetulina buyinza ,0.1144,0.1144,0.1057,0.0975,0.0975,0.0975,0.0588,0.0588,0.0588,0.0975,0.0733
5524,Lug_Uga,Embeera ekulembera okugenda mu nsonga etegeeza omugatte gw'obubonero obw'omubiri n'ebirowoozo abantu,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5525,Lug_Uga,"Obweraliikirivu busobola okucankalanya obusannyalaze bw'omubiri gwo n'obwagazi bw'okwegatta, nga kin",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5526,Lug_Uga,"Ppulaani B oba P2, era emanyiddwa nga ""empeke y'oku makya,"" egendererwamu okukozesebwa obw'olumu ne ",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5527,Lug_Uga,Waliyo enkebera za Tuliici ez'enjawulo era nga mulimu:                                              ,0.1247,0.1247,0.1247,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1247
5528,Lug_Uga,"PEP kye kigambo ekitegeeza ""Post-Exposure Prophylaxis."" Eno y'enkola y'ekisawo etangira okukwatibwa ",0.1998,0.1998,0.1998,0.1998,0.1998,0.1998,0.1998,0.1998,0.1998,0.1998,0.161
5529,Lug_Uga,Obutakozesa nkola eweweeza ku Kawuka akaleeta Siriimu ng'owangaala nako kiyinza okuvaamu ebizibu eby,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0754
5530,Lug_Uga,Kiramidiya era amanyiddwa nga Akawuka ka Kiramidiya akalwaza Ebitundu by'ekyama n'omuyitiro gw'omusu,0.74,0.1814,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5531,Lug_Uga,"Nedda, kisoboka okufuna Tuliici ne bw’oba ng’oli mukomole; okukomolebwa tekukuwa bukuumi bwa nkomere",0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0592,0.0302,0.013
5532,Lug_Uga,Okukolagana n'abalwadde b'Endwadde z'Ekikaba awatali kubasosola kyetaagisa nnyo okutumbula okusaasir,0.0624,0.0624,0.0624,0.74,0.74,0.74,0.0624,0.0624,0.0624,0.74,0.74
5533,Lug_Uga,Bw’oba omaze emyaka ena nga teweekebeza Kawuka kaleeta Siriimu ng'ate weenyigidde mu bikolwa by’okwe,0.1546,0.1546,0.74,0.1546,0.1546,0.1546,0.1546,0.1546,0.1546,0.1546,0.1546
5534,Lug_Uga,Okuwulira nga oli wekka oba nga weeyawudde ku balala mu kiseera ky'okuvubuka kusobola okubaawo olw’e,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5535,Lug_Uga,"Akawuka akaleeta Siriimu kasobola okukwata abantu ab’emyaka gyonna, omuli n’abakadde. Wadde emisinde",0.1182,0.1182,0.1182,0.1182,0.1182,0.1182,0.1464,0.208,0.2105,0.1182,0.1182
5536,Lug_Uga,Okwekebeza Akawuka akaleeta Siriimu kikulu nnyo mu kumanya embeera yo n’okuyita mu emitendera egisaa,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5537,Lug_Uga,Okukozesa akapiira obutayosa era mu butuufu y’emu ku nkola ezisinga okukola obulungi mu kukendeeza k,0.74,0.74,0.74,0.74,0.74,0.74,0.0659,0.0659,0.1744,0.74,0.74
5538,Lug_Uga,"Okwewala okwegatta nga tonnafumbirwa kikusalawo wa muntu ssekinnoomu okusinziira ku by'oyagala, by'o",0.0794,0.1057,0.0794,0.74,0.74,0.74,0.74,0.1057,0.0794,0.74,0.74
5539,Lug_Uga,"Singa ebiva mu kukebera biraga nti olina Kiramidiya, kitegeeza nti ekkeberero lyazudde bbakitiiriya ",0.0701,0.0701,0.06,0.0701,0.0925,0.0925,0.0701,0.0701,0.0701,0.0701,0.0712
5540,Lug_Uga,Oluvannyuma lw'emyaka nga 20 egy'okunoonyereza ku nkola ez'okwanganga n'okutangira Akawuka akaleeta ,0.74,0.74,0.74,0.74,0.74,0.74,0.0874,0.0874,0.0874,0.74,0.74
5541,Lug_Uga,Obusannyalaze bw'omubiri bukola kinene nnyo mu kuleeta obwagazi n'okunyumisa okwegatta. Kikulu nnyo ,0.0784,0.0784,0.0784,0.74,0.74,0.74,0.74,0.74,0.0784,0.74,0.0555
5542,Lug_Uga,Beera wa mazima era omubuulire mu lwatu ng'omubuulira bw'owulira nga naawe bw'owuliriza ebirowoozo b,0.0208,0.029,0.0208,0.74,0.74,0.137,0.0359,0.0359,0.0208,0.74,0.0602
5543,Lug_Uga,"Yee, omuntu alina Akawuka akaleeta Siriimu asobola okuzaala omwana atalina kawuka singa aba alina ob",0.1899,0.1899,0.1899,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5544,Lug_Uga,"Yee, abakyala abalina Kabootongo atajjanjabiddwa basobola okumusiiga abaana baabwe abali mu mbuto. K",0.1129,0.1129,0.1129,0.74,0.74,0.74,0.1129,0.1023,0.1023,0.74,0.1129
5545,Lug_Uga,Akawuka akaleeta Siriimu tekasiigibwa kuyita mu ndagaluse ya muntu okuva ku bajjajja oba abazadde be,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1591
5546,Lug_Uga,Okubeera n’amaka amalungi n’okwezimbira ebiseera eby’omu maaso ebirungi kisoboka ne bw’oba olina Aka,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1285,0.1285,0.74,0.74
5547,Lug_Uga,"Okunaaba oluvannyuma lw’okwegatta tekitangira Ndwadde za Kikaba, naye okukozesa obupiira n'obupiira ",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0992,0.0992,0.74,0.74
5548,Lug_Uga,Abantu abamu bakkiriza nti osobola okukwatibwa Obuwuka obuleeta Obulwadde bw'Ekikaba okuva ku kaabuy,0.1498,0.1542,0.1542,0.74,0.74,0.74,0.142,0.142,0.142,0.74,0.142
5549,Lug_Uga,Omuwendo gw’okukeberebwa Akawuka akaleeta Siriimu kw’osaanidde okuba okukola okukakasa embeera yo ey,0.1677,0.1677,0.1677,0.1677,0.1677,0.1677,0.1677,0.1677,0.1677,0.1677,0.1677
5550,Lug_Uga,"Enziku esangibwa mu biwandiiko ebyasookera ddala ebyogera ku luse lw'omuntu. Abaluumi, Abayudaaya n’",0.0941,0.0941,0.0941,0.74,0.74,0.74,0.0941,0.0941,0.0941,0.74,0.74
5551,Lug_Uga,"Bw’oba ng'ovaamu omusaayi mungi ng'oli mu nsonga oba ng'okufuna obulumi, kikulu okwogera n’omusawo. ",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5552,Lug_Uga,Eddoboozi lyo likyuka olw’obusannyalaze bw'omubiri obuba bulikolako ng’oli mu myaka gy’obuvubuka nad,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5553,Lug_Uga,"Yee, abavubuka bangi batandika okukula enviiri mu ffeesi ne ku mubiri nga bali mu myaka gy’obuvubuka",0.116,0.116,0.116,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5554,Lug_Uga,Obungi bw'akawuka ka vvayiraasi akali mu musaayi n'omuwendo gw'obutaffaali obulwanyisa Akawuka akale,0.74,0.74,0.74,0.74,0.74,0.74,0.2677,0.2677,0.2677,0.74,0.74
